environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/247.png,rock,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",70,84,70,False,False
Volcanic Mountains,Immovable Wall,Raw Power,Stoic & Loyal,Flexible,Tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/248.png,rock,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",100,134,110,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/249.png,psychic,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,106,90,130,True,False
Volcanic Mountains,Methodical Warrior,Resilience,Passionate & Fierce,Lone Wolf,Ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/250.png,fire,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,106,130,90,True,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Flexible,Celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/251.png,psychic,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,100,100,100,False,True
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/252.png,grass,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,40,45,35,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/253.png,grass,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,50,65,45,False,False
Verdant Forests,Glass Cannon Mage,Speed & Evasion,Gentle & Protective,Flexible,Sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/254.png,grass,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,70,85,65,False,False
Volcanic Mountains,Versatile All-Rounder,Raw Power,Passionate & Fierce,Flexible,Torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/255.png,fire,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",45,60,40,False,False
Volcanic Mountains,Versatile All-Rounder,Raw Power,Passionate & Fierce,Flexible,Combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/256.png,fire,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",60,85,60,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Passionate & Fierce,Flexible,Blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/257.png,fire,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",80,120,70,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/258.png,water,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",50,70,50,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/259.png,water,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",70,85,70,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/260.png,water,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,100,110,90,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/261.png,dark,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",35,55,35,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/262.png,dark,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,70,90,70,False,False
Bustling Cities,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Team Player,Zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/263.png,normal,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,38,30,41,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/264.png,normal,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",78,70,61,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/265.png,bug,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",45,45,35,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/266.png,bug,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",50,35,55,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/267.png,bug,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",60,70,50,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/268.png,bug,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",50,35,55,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/269.png,bug,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",60,50,70,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/270.png,water,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.",40,30,30,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/271.png,water,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,60,50,50,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/272.png,water,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",80,70,70,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/273.png,grass,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",40,40,50,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/274.png,grass,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,70,70,40,False,False
Verdant Forests,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/275.png,grass,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,90,100,60,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/276.png,normal,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",40,55,30,False,False
Bustling Cities,Swift Scout,Speed & Evasion,Playful & Energetic,Team Player,Swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/277.png,normal,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",60,85,60,False,False
Serene Waters,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/278.png,water,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,40,30,30,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/279.png,water,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",60,50,100,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/280.png,psychic,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",28,25,25,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/281.png,psychic,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,38,35,35,False,False
